MarketHour,CSWS,EDE,GRDA,INDN,KACY,KCPL,LES,MPS,NPPD,OKGE,OPPD,SECI,SPRM,SPS,WFEC,WR
6/1/12 6:00,4413.188,422.408,474.759,84.04,233.338,1304.522,276.727,691.1,1464.411,2806.306,1019.496,582.997,281.051,3801.447,731.908,2562.355
6/1/12 7:00,4172.925,401.572,455.089,79.677,223.904,1252.22,262.952,664.147,1425.465,2632.319,966.752,565.061,268.261,3665.449,697.37,2461.252
6/1/12 8:00,3976.166,390.077,445.059,77.071,224.022,1215.451,256.567,648.092,1401.256,2534.366,947.777,556.115,260.006,3595.053,681.981,2406.499
6/1/12 9:00,3869.998,382.359,441.247,75.993,220.558,1198.526,253.26,639.747,1379.028,2500.982,939.393,554.469,255.189,3551.801,671.766,2386.275
6/1/12 10:00,3863.003,384.617,443.016,77.336,222.636,1215.013,256.665,648.339,1388.025,2525.254,957.699,558.193,255.715,3523.195,670.965,2416.899
6/1/12 11:00,4004.013,407.076,456.249,81.671,230.879,1272.225,272.418,682.433,1432.497,2606.038,1004.544,572.326,272.258,3535.047,681.804,2533.884
6/1/12 12:00,4170.622,440.287,465.109,85.776,234.053,1356.202,295.803,720.625,1533.486,2732.777,1059.522,590.863,289.567,3603.151,703.19,2664.56
6/1/12 13:00,4446.973,475.614,482.352,92.404,246.959,1481.534,331.314,773.961,1635.034,2913.527,1147.814,620.205,312.82,3679.703,728.529,2871.212
6/1/12 14:00,4684.895,502.195,499.874,99.871,255.788,1571.905,350.665,810.947,1689.136,3072.568,1211.135,646.606,333.708,3764.491,749.215,3036.141
6/1/12 15:00,4915.522,518.762,515.247,105.402,265.941,1636.934,364.157,837.242,1701.749,3163.823,1258.75,657.726,345.749,3852.18,763.252,3140.861
6/1/12 16:00,5161.685,528.947,530.675,109.844,266.898,1689.731,377.142,862.583,1737.582,3291.303,1286.292,670.02,355.954,3968.868,785.004,3209.192
6/1/12 17:00,5391.835,535.726,538.532,111.911,273.532,1662.43,382.773,875.731,1732.418,3376.715,1298.161,681.964,363.524,4091.707,802.913,3234.286
6/1/12 18:00,5609.152,541.017,547.787,114.613,273.069,1739.546,386.257,883.903,1716.616,3398.434,1307.812,681.388,367.597,4215.169,811.786,3236.447
6/1/12 19:00,5780.714,545.055,541.582,115.712,275.747,1739.409,387.134,890.097,1716.818,3386.669,1320.531,694.826,370.723,4362.582,834.161,3237.762
6/1/12 20:00,5908.717,542.475,532.319,115.27,272.683,1727.01,386.568,887.986,1708.641,3327.036,1321.107,704.151,376.175,4515.56,843.97,3195.486
6/1/12 21:00,5986.105,533.413,520.524,115.614,268.615,1711.278,380.369,888.286,1704.43,3249.261,1299.271,714.448,369.02,4653.272,851.936,3138.359
6/1/12 22:00,5975.388,516.053,510.926,117.394,261.48,1697.364,373.255,890.539,1680.143,3187.735,1278.128,715.761,358.455,4722.862,861.23,3102.685
6/1/12 23:00,5853.364,510.366,499.204,116.827,253.269,1669.907,360.808,885.736,1680.623,3130.507,1252.779,703.26,347.107,4698.467,863.748,3036.314
6/2/12 0:00,5668.849,500.869,490.888,115.941,245.529,1627.412,350.1,876.822,1654.748,3058.047,1228.655,691.453,336.315,4619.828,849.842,2957.842
6/2/12 1:00,5408.626,495.925,485.553,112.757,244.492,1575.154,342.157,853.183,1656.189,3014.897,1209.796,675.257,330.971,4496.154,826.454,2904.773
6/2/12 2:00,5329.918,507.251,496.218,113.014,246.906,1580.598,343.869,846.867,1636.563,3010.964,1206.493,656.411,337.635,4380.509,820.23,2919.577
6/2/12 3:00,5225.513,504.059,497.3,112.862,248.505,1598.493,346.102,853.919,1654.162,3065.516,1233.752,656.179,331.339,4351.956,834.553,2989.075
6/2/12 4:00,4920.288,477.291,488.448,104.29,238.792,1505.874,325.626,795.997,1623.736,2931.429,1176.731,635.098,311.276,4211.966,802.259,2849.88
6/2/12 5:00,4547.461,437.954,468.632,93.445,225.505,1393.329,295.378,744.694,1533.285,2723.736,1086.546,604.32,286.672,4013.588,750.852,2656.244
6/2/12 6:00,4193.779,403.131,454.104,85.043,214.177,1300.751,272.083,678.869,1427.805,2559.835,1016.353,585.868,263.091,3829.84,705.644,2487.741
6/2/12 7:00,3990.896,381.531,442.735,80.287,205.193,1242.702,257.183,638.614,1394.355,2483.827,975.854,567.322,251.385,3699.654,679.611,2387.592
6/2/12 8:00,3841.35,371.181,436.68,77.035,200.247,1203.319,249.007,618.639,1342.162,2413.504,951.855,556.241,243.532,3605.721,662.601,2336.728
6/2/12 9:00,3741.317,364.84,429.823,74.918,196.682,1185.109,243.263,610.219,1308.769,2360.291,936.534,553.146,238.376,3562.157,655.346,2313.337
6/2/12 10:00,3714.026,362.189,428.236,75.002,195.47,1181.913,243.776,609.112,1318.88,2367.217,936.18,557.358,238.125,3535.106,650.899,2318.015
6/2/12 11:00,3757.541,372.917,434.614,76.266,194.949,1201.87,248.262,623.189,1380.944,2416.961,948.548,568.206,245.644,3522.661,658.607,2374.779
6/2/12 12:00,3768.789,375.647,427.392,75.884,188.567,1201.261,252.623,626.319,1403.328,2439.976,960.507,575.636,241.756,3535.754,658.847,2399.443
6/2/12 13:00,3929.629,404.157,439.012,82.26,195.004,1272.168,274.85,665.261,1462.327,2530.549,1021.356,589.904,254.303,3551.474,684.622,2525.19
