MarketHour,CSWS,EDE,GRDA,INDN,KACY,KCPL,LES,MPS,NPPD,OKGE,OPPD,SECI,SPRM,SPS,WFEC,WR
9/1/11 6:00,6555.764,705.3,645.775,171.633,354.49,2383.412,445.314,1218.766,2181.994,4393.592,1515.303,789.276,490.802,4280.234,1043.525,4304.817
9/1/11 7:00,6172.617,661.064,622.942,160.478,341.99,2256.312,420.146,1144.392,2117.208,4157.036,1428.144,755.759,458.668,4127.719,988.846,4067.278
9/1/11 8:00,5887.164,627.997,598.828,150.909,331.157,2153.883,400.927,1085.472,2020.9,3931.095,1365.41,725.482,432.335,4020.667,947.073,3866.356
9/1/11 9:00,5673.932,605.52,584.977,143.17,324.553,2075.319,386.621,1046.708,1964.179,3775.882,1323.079,707.001,415.475,3936.963,915.278,3738.671
9/1/11 10:00,5584.177,597.603,577.992,139.979,319.26,2040.879,383.796,1029.027,1938.756,3713.582,1319.48,704.608,408.913,3881.386,897.291,3694.31
9/1/11 11:00,5653.661,617.114,586.89,144.777,326.022,2103.536,402.367,1066.192,1983.139,3822.032,1382.404,713.42,419.985,3902.892,905.499,3811.613
9/1/11 12:00,5979.69,671.996,603.613,155.525,343.861,2264.626,452.347,1147.46,2108.905,4079.444,1526.05,743.125,450.635,4025.647,953.739,4112.386
9/1/11 13:00,6111.371,710.55,615.427,159.689,352.883,2371.969,483.88,1194.619,2189.324,4198.381,1600.177,773.495,476.472,4106.219,952.096,4290.795
9/1/11 14:00,6410.844,763.604,646.594,171.084,365.732,2488.529,505.735,1261.194,2225.603,4399.801,1674.132,813.224,515.953,4156.899,963.443,4495.416
9/1/11 15:00,6964.465,833.895,691.26,186.947,381.678,2649.207,533.03,1343.352,2349.632,4735.328,1778.762,855.961,563.723,4307.192,1036.071,4773.172
9/1/11 16:00,7640.927,904.099,737.516,206.765,401.247,2856.88,566.585,1459.785,2503.9,5154.362,1913.391,900.876,617.398,4484.762,1122.459,5162.712
9/1/11 17:00,8286.609,970.447,787.138,225.887,420.716,3059.722,596.861,1576.58,2583.495,5526.169,2021.383,945.85,658.525,4673.678,1205.497,5480.688
9/1/11 18:00,8853.258,1024.177,830.425,243.133,440.11,3222.449,622.768,1681.013,2678.241,5858.627,2110.355,980.974,699.954,4821.536,1274.99,5803.476
9/1/11 19:00,9323.442,1064.711,863.915,256.29,453.723,3397.486,648.863,1766.927,2770.818,6130.016,2196.632,1022.325,738.202,4991.582,1335.836,6078.651
9/1/11 20:00,9595.076,1086.658,885.419,266.243,462.96,3505.248,672.559,1833.236,2788.84,6286.967,2262.421,1056.241,762.151,5146.103,1368.852,6246.532
9/1/11 21:00,9723.933,1099.656,896.995,273.424,465.333,3571.713,695.266,1877.234,2838.264,6394.005,2326.677,1066.716,773.412,5228.186,1401.712,6277.878
9/1/11 22:00,9769.167,1104.638,900.031,277.233,460.788,3600.682,719.412,1901.327,2929.256,6423.191,2401.373,1068.49,776.484,5285.553,1428.892,6284.323
9/1/11 23:00,9610.466,1079.236,884.137,277.249,453.354,3546.162,722.696,1886.371,2922.512,6317.617,2413.331,1044.61,756.36,5258.397,1432.56,6197.785
9/2/11 0:00,9372.864,1045.342,858.566,269.395,436.49,3444.582,713.064,1829.384,2886.056,6137.322,2364.581,1021.717,728.526,5179.506,1409.294,6066.893
9/2/11 1:00,9031.834,1004.199,821.508,259.602,427.942,3304.902,686.98,1749.29,2832.053,5927.566,2281.531,988.789,700.711,5046.027,1356.804,5836.934
9/2/11 2:00,8866.637,986.17,805.779,254.492,428.596,3265.061,673.646,1719.659,2798.475,5788.252,2249.68,969.802,686.759,4966.949,1333.413,5754.459
9/2/11 3:00,8335.323,919.377,767.63,235.022,407.69,3087.996,640.829,1618.288,2715.242,5482.939,2123.86,951.738,642.592,4848.631,1274.215,5492.152
9/2/11 4:00,7629.814,821.373,716.97,209.377,385.294,2823.383,576.859,1460.245,2523.404,5023.075,1913.839,901.779,581.969,4601.939,1166.541,5026.487
9/2/11 5:00,6979.792,730.818,669.451,185.854,359.695,2539.287,515.223,1303.97,2287.632,4581.949,1707.902,846.921,523.93,4346.012,1061.844,4605.396
9/2/11 6:00,6477.325,668.942,626.916,169.625,343.091,2356.973,475.129,1201.267,2185.572,4211.374,1546.208,798.382,472.771,4128.819,986.509,4256.568
9/2/11 7:00,6107.01,617.757,600.356,158.64,330.662,2221.934,443.612,1126.428,2092.471,3946.883,1435.604,759.294,433.426,3982.316,931.99,3998.486
9/2/11 8:00,5811.65,580.12,577.977,150.374,318.786,2120.931,422.18,1070.653,2030.333,3735.233,1355.39,736.235,404.199,3877.491,888.746,3814.753
9/2/11 9:00,5579.951,556.722,561.625,143.901,309.783,2053.523,405.252,1030.367,2006.549,3581.694,1311.525,715.943,384.157,3811.563,857.787,3685.468
9/2/11 10:00,5457.59,542.505,552.662,140.371,306.563,2022.061,400.283,1013.121,1987.63,3525.764,1306.793,709.184,376.104,3768.665,846.4,3624.517
9/2/11 11:00,5560.222,559.064,558.036,143.161,312.165,2080.651,414.938,1042.246,2015.893,3616.431,1357.184,719.236,387.484,3783.124,860.185,3722.442
9/2/11 12:00,5890.428,610.495,575.069,151.226,328.652,2220.51,457.403,1118.613,2162.771,3832.688,1497.819,749.239,415.603,3892.512,906.914,3978.991
9/2/11 13:00,5996.196,644.207,584.709,153.565,335.573,2297.37,490.906,1152.195,2271.935,3998.917,1573.314,770.441,438.472,3969.537,912.698,4122.7
